  1 /*************************************************************************************************************************
  2 CoreNet Database Copyright 2010 by SWRC, KAIST
  3 Description : 중국어 동사 격틀, chiVerbFrame.dat
  4 CoreNet database is providing in the following tab delimited text format.
  5 idx num chimeannum korwordnum korwordmeannum pos chinese chipronoun japanese korean n1 n1a3 n2cov n2 n2loc n2a3 aux n3cov n3 n3loc n3a3 n4 n4a3 pa
  6  idx : 각 데이터의 고유 순번
  7  num : 동음(同音)으로 묶은 그룹에 대한 순번
  8  chimeannum : 중국어 의미 순번 (북경대 문법 사전 참고)
  9  korwordnum : 한국어 표제어 번호
  10  korwordmeannum : 한국어 개념명 번호
  11  pos : 형태소 태그 (KAIST 품사체계)
  12  chinese : 중국어
  13  chipronoun : 중국어 발음
  14  japanese : 일본어
  15  korean : 한국어
  16  n1 : 첫번째 인자, 용례1(NTT번호)|용례2(NTT번호)|...  예) 身材(2563)|楼(865)
  17  n1a3 : 첫번째 인자에 대한 조사
  18  n2cov : 두번째 인자에 대한 CO-VERB
  19  n2 : 두번째 인자
  20  n2loc : 위치를 나타내는 두번째 인자의 후치사
  21  n2a3 : 두번째 인자에 대한 조사
  22  aux : 조동사 (단정)
  23  n3cov : 세번째 인자에 대한 CO-VERB
  24  n3 : 세번째 인자
  25  n3loc : 위치를 나타내는 세번째 인자의 후치사
  26  n3a3 : 세번째 인자에 대한 조사
  27  n4 : 네번째 인자
  28  n4a3 : 네번째 인자에 대한 조사
  29  pa : 마지막 조동사
  30 *************************************************************************************************************************/
151	70	5	1	0	타동사	定	dìng		주문하다	他(23,48)	이							菜(847)|货(761,763,768)|报(1117,920)		을			
152	70	6	0	0	타동사	定	dìng		예약하다	他(23,48)	이							票(932)|机位(2612)|房间(863,865)		을			
153	70	7	0	0	자동사	定	dìng		굳어지다	油(789,846)|血(649)	이												了
154	71	1	0	0	타동사	丢	diū		잃어버리다	他(23,48)	이							钱包(908)|手表(984)|钢笔(917)|票(932)|东西(761)		을			
155	71	2	0	1	타동사	丢	diū	投げる	던지다	孩子(51,54)	이							果皮(껍질631)|石头(724,729)		을			
156	71	3	1	7	타동사	丢	diū		하다	他(23,48)	이							眼色(1505)		을			
157	71	4	0	1	타동사	丢	diū		내버려두다	法语(1064)	을		已经			了		一+年		동안			了
158	72	1	0	4	자동사	动	dòng	動かす,動く	움직이다									心(1238)		이			
159	72	1	0	1	자동사	动	dòng	動かす,動く	움직이다	他(23,48)	이					了		嘴唇(568)		이			
160	72	2	0	1	자동사	动	dòng		건드리다	他(23,48)	이					过		书(1119,920)|钱(931)		을			
161	72	2	0	1	자동사	动	dòng		건드리다	他(23,48)	이							他+的+东西		을			
162	72	3	4	4	타동사	动	dòng	努力する,横車を押す	쓰다	他(23,48)	이							脑筋(2502)|笔(917)		을			
163	72	4	0	1	타동사	动	dòng	起こす	일으키다	他(23,48)	이							感情(1253,1342)		을			
164	72	5	2	1	타동사	动	dòng	起こす,立てる,出す,壊す,挙げる,する,つくる	내다	他(23,48)	이							气(1264)|怒(1264)|肝火(2487,1264,2488)		을			
165	72	6	0	0	타동사	动	dòng		하다	他(23,48)	이							手术(1985)		을			
166	73	1	0	2	타동사	端正	duānzhèng		바로잡다	他(23,48)	이							态度(1385,1563)|学风(J2561)|思想(1406,1015,1027)		을			
167	74	1	0	1	형용사	短	duǎn		부족하다	理儿(1020)	이												
168	75	1	0	0	자동사	断	duàn		끊어지다	宿舍区(447,865)	에							电(2335)		이			了
169	75	1	0	0	자동사	断	duàn		끊어지다	线(780,417)|绳子(958)|气(2406)	이												了
170	1	1	1	2	타동사	挨	ái		맞다	我(8)	이					过		板子(773)		에			
171	1	1	1	2	타동사	挨	ái		맞다	他(23,48)	이					了		棍子(J955)|鞭子(955)		에			
172	1	1	1	2	타동사	挨	ái		맞다	他(23,48)	이					了		耳光(558)		을			
173	1	2	0	0	자동사	挨	ái		차이다				身(552)	上		了							
174	1	3	0	2	타동사	挨	ái	過ごす	보내다	他(23,48)	이					(了)		一天(2694)|日子(2682,2690)		을			
175	1	4	0	3	타동사	挨	ái	続ける,かける	끌다	他(23,48)	이							时间(2692,2695)		을			
176	1	5	0	1	타동사	挨	ái		미루다	他(23,48)	이						到	明天(2713)					
177	1	6	0	0	자동사	挨	ái		접근하다	他(23,48)	이					着		我(8)		에게			
178	2	1	0	0	타동사	爱	ài		사랑하다	他(23,48)	이							祖国(385,463)|科学(1006)|儿女(86)		을			
179	2	2	0	2	타동사	爱	ài		좋아하다	他(23,48)	이							干净|热闹|说|笑		을			
180	2	2	0	3	타동사	爱	ài		좋아하다	他(23,48)	이							DJ		을			
181	2	3	0	1	타동사	爱	ài		아끼다	他(23,48)	이							公物(761)		을			
182	2	4	0	0	타동사	爱	ài		중시하다	他(23,48)	이							名誉(1149,1152,1294)|面子(1294)		을			
183	3	1	3	2	타동사	安	ān	付ける・下げる	달다	他(23,48)	이							门(884,891)|窗(879)|天线(970)|电灯(903)		을			
184	3	2	3	0	타동사	安	ān		설치하다	他(23,48)	이							电话(970)		을			
185	3	3	0	2	타동사	安	ān		보태다	他(23,48)	이	给	我(8)					罪名(1858)|头衔(1939)		을			
186	3	4	2	3	타동사	安	ān		품다	你(J15)	이					的		什么+心		을			
187	4	1	1	1	타동사	按	àn		누르다	他(23,48)	이							门铃(924)|图钉(950)		을			
188	5	1	1	1	타동사	巴不得	bābude	求める,要求する,願う	바라다	我(8)	이							DJ		을			
189	6	1	0	0	타동사	白	bái		흘겨보다	他(23,48)	이	用	眼珠子(562)			了		我(8)		을	一+眼|一下儿		
190	7	1	0	0	타동사	摆	bǎi		배열하다	他(23,48)	이							凳子(921)|桌子(896)		을			
191	7	2	2	0	타동사	摆	bǎi		진열하다				书架(899)	上	에	了		书(1119,920)		을			
192	7	3	1	1	타동사	摆	bǎi	離す,仕掛ける,設置する,置く	놓다				院子(2611,889)	里	에	着		鲜花(698)		이			
193	7	4	0	0	타동사	摆	bǎi		열거하다	他(23,48)	이							事实(1024)		을			
194	7	5	1	6	타동사	摆	bǎi	振りまく	부리다	他(23,48)	이							架子(1025,1289)		을			
195	7	6	1	3	타동사	摆	bǎi	言う,かぶる	떨다	他(23,48)	이							威风(J2562)		을			
196	7	7	0	1	타동사	摆	bǎi	振る	젓다	他(23,48)	이							头(554)		을			
197	7	8	0	1	타동사	摆	bǎi	振る,揺るがす	흔들다	他(23,48)	이							手(594)		을			
198	8	1	0	1	자동사	败	bài		패하다	他们(25,2606)|排球队(팀381)	이					了							
199	8	2	3	0	자동사	败	bài	敗れる・負ける	지다	主队(팀381)	이						于|给	客队(370)					
200	8	3	1	2	타동사	败	bài		대파하다	我军(116,369)	이		大		게			敌军(123)|侵略者(351)		을			
201	9	1	0	1	타동사	帮	bāng		돕다	他(23,48)	이							你(J15)		을			
202	9	1	0	1	타동사	帮	bāng		돕다	他(23,48)	이							DJ		을			
203	10	1	2	1	타동사	包	bāo		싸다	他(23,48)	이							衣服(818)|礼物(764)|书(1119,920)		을			
204	10	2	0	2	타동사	包	bāo		빚다	他(23,48)	이							饺子(855)		을			
205	10	3	0	0	타동사	包	bāo		싸매다	他(23,48)	이							伤口(2421)		을			
206	10	4	0	2	타동사	包	bāo		둘러싸다	火苗(2310)	이					着		锅底(솥905,912)		을			
207	10	5	0	2	자동사	包	bāo		포함하다	费用(1186,2590)	이						在	里头(2623,2614)		에			(了)
208	10	6	0	0	타동사	包	bāo		도맡다	他(23,48)	이							产量(2591)|工程(1979)		을			
209	10	7	0	0	자동사	包	bāo		책임지다	他(23,48)	이							加工(1944)		을			
210	10	8	0	0	타동사	包	bāo		예약하다	他(23,48)	이							轿车(988)|船(989,993)		을			
